,ht,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,win_ratio,top_25_reached
Yannick Jankovits,,2.7551020408163267,3.0816326530612246,70.93877551020408,39.83673469387755,26.510204081632654,14.673469387755102,10.489795918367347,4.0,7.346938775510204,0.2923247973971599,0.0
Alexis Gautier,,4.78,3.18,64.16,35.88,25.74,12.96,9.7,3.6,6.28,0.5658141322418188,0.0
Lucas Renard,,4.256410256410256,4.743589743589744,69.66666666666667,39.53846153846154,25.46153846153846,13.256410256410257,10.333333333333334,4.641025641025641,8.487179487179487,0.8192314597738438,0.0
Tyler Hochwalt,,4.4375,4.3125,75.625,45.8125,30.875,12.9375,11.375,4.625,8.25,0.10374534001819294,0.0
Igor Ribeiro Marcondes,,3.0,2.7142857142857144,67.0,41.714285714285715,29.25,12.928571428571429,10.678571428571429,3.392857142857143,5.678571428571429,1.0693988197455397,0.0
Tigre Hank,188.0,2.9714285714285715,4.2,69.05714285714286,39.628571428571426,25.62857142857143,13.057142857142857,10.342857142857143,4.542857142857143,8.285714285714286,0.09228317610164942,0.0
Filipe Brandao,,3.0,2.0,57.0,33.0,20.333333333333332,13.333333333333334,9.0,3.0,6.0,0.0,0.0
Renato Lima,,3.3333333333333335,4.333333333333333,89.0,47.333333333333336,30.666666666666668,20.0,12.666666666666666,6.333333333333333,10.0,0.0,0.0
Gabriel Pascotto Tumasonis,,2.5555555555555554,4.0,66.44444444444444,39.666666666666664,26.0,12.11111111111111,10.222222222222221,4.666666666666667,8.11111111111111,0.2579495614035088,0.0
Luiz Eduardo Santos,,1.0,3.5,50.5,32.5,20.5,7.0,8.0,2.0,5.0,0.0,0.0
Caio Silva,,1.1818181818181819,2.6363636363636362,60.45454545454545,43.54545454545455,27.181818181818183,7.545454545454546,9.363636363636363,3.727272727272727,6.909090909090909,0.4333455269194234,0.0
Oscar Jose Gutierrez,,1.66,3.2,68.1,42.52,26.06,12.3,10.38,4.36,7.98,0.30859296720158047,0.0
Carlos Ramirez Utermann,,3.8333333333333335,2.9166666666666665,54.083333333333336,34.166666666666664,22.5,9.0,8.75,3.3333333333333335,6.25,0.34172909393679435,0.0
Henrique Cunha,,3.1219512195121952,3.8292682926829267,69.8048780487805,40.97560975609756,28.146341463414632,13.292682926829269,10.78048780487805,4.0,7.146341463414634,0.42525554307964086,0.0
Tiago Lopes,,2.3255813953488373,3.6744186046511627,68.16279069767442,39.72093023255814,26.651162790697676,13.255813953488373,10.162790697674419,4.046511627906977,7.1395348837209305,0.39349687931896044,0.0
Marvin Bernardo Becker Spiering,,0.6,3.4,58.4,36.6,21.0,10.0,8.8,3.6,7.6,0.0,0.0
Alex Blumenberg,,2.25,6.5,62.5,32.25,24.75,14.0,9.5,6.0,8.0,0.5374344301382928,0.0
Gabriel Decamps,,3.32,5.28,69.0,39.96,27.78,13.78,10.6,3.92,6.74,0.6024842626272449,0.0
Joao Vitor Prado Festa,,0.5,1.5,43.5,25.0,13.5,9.0,8.0,1.0,4.5,0.0,0.0
Carlos Eduardo Severino,,2.4482758620689653,3.206896551724138,70.65517241379311,38.206896551724135,25.03448275862069,15.137931034482758,10.413793103448276,4.482758620689655,8.03448275862069,0.2890156226668685,0.0
Andre Miele,,,,,,,,,,,0.2886604389748739,0.0
Hao Wu,,3.857142857142857,3.0714285714285716,64.57142857142857,39.5,24.5,12.142857142857142,10.071428571428571,3.642857142857143,7.214285714285714,0.334234904613596,0.0
Chu Huan Yi,178.0,7.869565217391305,7.565217391304348,76.34782608695652,43.391304347826086,33.0,15.652173913043478,11.565217391304348,4.869565217391305,7.304347826086956,0.3226692008874247,0.0
Jie Cui,,2.6666666666666665,2.3095238095238093,64.30952380952381,38.38095238095238,24.238095238095237,12.452380952380953,9.928571428571429,3.238095238095238,6.5476190476190474,0.42398782908331023,0.0
Zihao Xia,,2.98,1.88,65.36,42.78,27.98,11.56,10.06,3.66,6.3,0.781108905882309,0.0
Xin Gao,180.0,3.6122448979591835,1.8775510204081634,65.22448979591837,38.795918367346935,25.857142857142858,12.142857142857142,10.020408163265307,3.9591836734693877,7.081632653061225,0.37329503638489003,0.0
Nathaniel Lammons,,7.162162162162162,2.72972972972973,69.43243243243244,43.16216216216216,30.64864864864865,12.567567567567568,11.324324324324325,3.3513513513513513,6.243243243243243,0.40467011406059816,0.0
Michael Venus,191.0,6.688888888888889,4.2,73.31111111111112,41.044444444444444,29.8,15.733333333333333,11.377777777777778,3.511111111111111,6.133333333333334,0.4748030802628567,0.0
Christopher Rungkat,170.0,2.1739130434782608,2.5217391304347827,67.56521739130434,44.73913043478261,28.5,10.76086956521739,10.26086956521739,3.9782608695652173,7.1521739130434785,0.36649579726533127,0.0
Mao Xin Gong,178.0,2.2291666666666665,3.0833333333333335,67.22916666666667,42.458333333333336,26.6875,11.854166666666666,10.229166666666666,4.333333333333333,7.791666666666667,0.4517617651293889,0.0
Augusto Laranja,,3.466666666666667,5.733333333333333,70.2,41.53333333333333,27.0,13.133333333333333,10.933333333333334,4.666666666666667,8.4,0.3086723983591794,0.0
Ricardo Urzua Rivera,,0.4,5.2,65.0,42.1,25.8,10.0,9.7,4.8,8.7,0.11569509339465463,0.0
Alexandre Tsuchiya,,3.142857142857143,4.357142857142857,60.5,33.714285714285715,23.285714285714285,12.142857142857142,9.714285714285714,3.2142857142857144,6.357142857142857,0.12710392989279787,0.0
Joao Walendowsky,,1.2,5.0,73.4,40.8,28.2,15.0,10.4,7.0,10.6,0.2887426900584795,0.0
Mariano Kestelboim,,0.9555555555555556,2.577777777777778,67.33333333333333,45.733333333333334,27.355555555555554,9.422222222222222,10.088888888888889,4.4222222222222225,8.511111111111111,0.4350540778323238,0.0
Pedro Bernardi,,6.333333333333333,6.166666666666667,74.0,36.333333333333336,26.5,16.166666666666668,10.833333333333334,4.5,8.0,0.5444099947671376,0.0
Fernando Yamacita,,1.2941176470588236,3.5294117647058822,61.76470588235294,34.470588235294116,22.058823529411764,12.647058823529411,9.764705882352942,2.8823529411764706,6.411764705882353,0.2371366175369951,0.0
Gabriel De Andrade Bendazoli,,1.5,4.5,83.5,55.0,37.5,15.0,12.0,6.0,8.0,0.0,0.0
Ruikai Wang,,2.45,3.75,57.65,32.25,20.45,11.55,8.95,3.05,6.55,0.0,0.0
Aoxiong Wang,,2.8181818181818183,2.1818181818181817,60.63636363636363,36.45454545454545,23.0,10.090909090909092,9.545454545454545,3.272727272727273,7.0,0.18247259054082515,0.0
Bowen Ouyang,186.0,5.464285714285714,2.142857142857143,63.107142857142854,38.285714285714285,25.75,11.892857142857142,9.892857142857142,3.3214285714285716,6.25,0.2855428719493051,0.0
Maverick Banes,,2.061224489795918,2.2244897959183674,68.83673469387755,44.16326530612245,28.346938775510203,12.857142857142858,10.612244897959183,4.142857142857143,7.142857142857143,0.6389621527213762,0.0
Yecong He,,2.3636363636363638,1.9090909090909092,65.22727272727273,43.88636363636363,27.65909090909091,10.477272727272727,9.909090909090908,4.2272727272727275,7.25,0.3244720883356539,0.0
Esteban Bruna,,2.3333333333333335,5.416666666666667,69.25,40.25,25.5,12.416666666666666,10.583333333333334,3.6666666666666665,7.666666666666667,0.08883534136546185,0.0
Daniel Dutra Da Silva,175.0,2.4,6.2,76.6,47.2,30.8,13.2,11.2,3.8,7.4,0.5445857823761681,0.0
Andreas Mies,,2.9166666666666665,2.5833333333333335,58.583333333333336,37.5,25.916666666666668,10.333333333333334,9.083333333333334,3.0833333333333335,5.083333333333333,0.9796328954544645,0.0
Nicolae Frunza,185.0,2.466666666666667,2.2,67.0,42.8,29.333333333333332,11.866666666666667,10.133333333333333,3.2666666666666666,5.666666666666667,0.5572943351480012,0.0
Bogdan Pavel,,1.0,6.0,58.5,33.5,22.5,9.5,8.5,2.0,5.0,0.0,0.0
Sergiu Ioan Bucur,,1.5,7.5,66.5,33.5,19.5,11.0,10.0,3.0,9.0,1.2287784679089027,0.0
Filipp Kekercheni,,2.5,3.625,59.75,33.0,22.875,11.25,8.625,4.5,7.125,0.2944535053031007,0.0
Andrei Stefan Apostol,,1.8571428571428572,1.4285714285714286,52.57142857142857,31.285714285714285,19.428571428571427,10.285714285714286,8.571428571428571,3.0,6.428571428571429,0.5475855916136946,0.0
Michal Dembek,,3.0526315789473686,3.3157894736842106,67.6842105263158,37.05263157894737,24.0,12.947368421052632,10.157894736842104,4.368421052631579,8.31578947368421,0.5579029260080292,0.0
Bogdan Borza,,0.5,4.5,58.25,32.5,19.25,9.75,8.5,4.5,9.0,0.14921372408863473,0.0
Louis Chaix,,1.75,2.75,53.0,28.75,18.5,8.75,8.25,2.5,6.75,0.0,0.0
Ronan Joncour,,3.75,4.0,75.5,43.5,32.0,15.25,12.25,4.0,6.75,0.3252328878088295,0.0
Daniel Glancy,,2.5,2.75,63.875,36.75,22.75,12.5,8.875,5.0,8.25,0.0,0.0
Aljaz Jakob Kaplja,,2.0,3.6,50.6,26.6,15.4,8.6,7.8,3.2,7.6,0.0,0.0
Domen Gostincar,,0.3333333333333333,4.0,60.0,37.666666666666664,21.333333333333332,10.666666666666666,10.333333333333334,2.6666666666666665,7.333333333333333,0.0,0.0
James Marsalek,,3.6315789473684212,4.157894736842105,67.57894736842105,40.89473684210526,28.157894736842106,11.210526315789474,10.631578947368421,4.2631578947368425,7.684210526315789,0.1468479878565398,0.0
Ivan Bjelica,,1.7857142857142858,4.857142857142857,61.57142857142857,39.92857142857143,23.714285714285715,9.0,9.142857142857142,4.785714285714286,8.642857142857142,0.19568934417715095,0.0
David Prokop,,7.333333333333333,6.666666666666667,64.0,34.666666666666664,22.666666666666668,10.666666666666666,8.333333333333334,2.6666666666666665,6.333333333333333,0.0,0.0
Tom Kocevar Desman,180.0,3.0833333333333335,3.4583333333333335,66.54166666666667,36.375,24.333333333333332,14.333333333333334,10.25,4.5,7.916666666666667,0.25379837998349136,0.0
Mauricio Astorga,,4.421052631578948,2.3684210526315788,61.94736842105263,29.894736842105264,21.57894736842105,15.210526315789474,9.789473684210526,3.8421052631578947,6.7368421052631575,0.029452090913884937,0.0
Dominik Suc,,0.8333333333333334,2.8333333333333335,62.666666666666664,32.333333333333336,20.166666666666668,14.666666666666666,10.0,2.0,6.0,1.2212347432554564,0.0
Marc Sieber,178.0,1.5853658536585367,3.707317073170732,72.95121951219512,46.26829268292683,29.414634146341463,12.658536585365853,10.804878048780488,4.7560975609756095,8.292682926829269,0.4033798110415897,0.0
Stuart Parker,,6.17948717948718,1.794871794871795,69.17948717948718,45.48717948717949,32.48717948717949,11.666666666666666,10.846153846153847,4.17948717948718,6.487179487179487,0.45499580738466416,0.0
Evan Furness,,3.5918367346938775,4.142857142857143,74.55102040816327,43.87755102040816,30.102040816326532,14.285714285714286,11.204081632653061,4.36734693877551,7.530612244897959,0.6281833310814693,0.0
Mick Lescure,,4.142857142857143,5.333333333333333,77.14285714285714,37.61904761904762,27.428571428571427,18.857142857142858,11.714285714285714,4.428571428571429,7.714285714285714,0.45432796802595543,0.0
Scott Puodziunas,,3.625,2.625,64.25,44.083333333333336,29.583333333333332,9.5,9.916666666666666,3.7083333333333335,6.25,0.350021657392073,0.0
Calum Puttergill,,1.8775510204081634,4.26530612244898,62.08163265306123,37.59183673469388,23.142857142857142,10.877551020408163,9.428571428571429,4.26530612244898,8.040816326530612,0.43068012969306135,0.0
Brandon Walkin,,4.714285714285714,2.5238095238095237,71.85714285714286,45.95238095238095,31.142857142857142,12.904761904761905,10.714285714285714,4.904761904761905,7.476190476190476,0.3367321066590173,0.0
Jeremy Beale,,3.2222222222222223,3.6666666666666665,69.55555555555556,45.5,31.11111111111111,10.944444444444445,10.222222222222221,4.388888888888889,6.833333333333333,0.9616611884231197,0.0
James Frawley,,2.3076923076923075,5.461538461538462,73.73076923076923,43.53846153846154,30.153846153846153,13.846153846153847,11.0,4.153846153846154,7.153846153846154,0.580884460788427,0.0
Gavin Van Peperzeel,,5.711111111111111,3.066666666666667,69.33333333333333,42.77777777777778,30.377777777777776,13.488888888888889,10.933333333333334,3.3333333333333335,5.733333333333333,0.363224440910614,0.0
Alexander Babanine,,2.411764705882353,2.588235294117647,71.0,42.88235294117647,27.823529411764707,14.352941176470589,11.294117647058824,3.588235294117647,6.882352941176471,0.4663320987717449,0.0
Nathan Pasha,191.0,3.5294117647058822,3.3823529411764706,73.5,48.14705882352941,32.0,11.852941176470589,10.823529411764707,4.294117647058823,7.0588235294117645,0.2483928244243198,0.0
Neal Skupski,,6.8,4.8,62.6,36.2,25.6,12.4,10.0,2.4,4.8,0.0,0.0
Lorenzo Frigerio,,4.482758620689655,3.9310344827586206,63.37931034482759,35.793103448275865,25.103448275862068,13.137931034482758,9.862068965517242,3.586206896551724,6.448275862068965,0.3313650249580042,0.0
Patrick Grigoriu,,3.0,4.75,74.25,47.25,31.25,12.25,11.5,3.75,7.5,0.0,0.0
Kunal Anand,,3.25,3.875,58.5,33.375,19.625,11.875,9.0,3.625,7.5,0.13026277208276574,0.0
Chandril Sood,,2.0,4.428571428571429,55.42857142857143,29.428571428571427,19.142857142857142,10.857142857142858,8.714285714285714,4.428571428571429,7.857142857142857,0.06939421338155514,0.0
Kaza Vinayak Sharma,,4.416666666666667,2.25,63.583333333333336,37.5,27.416666666666668,12.25,10.0,3.25,5.833333333333333,0.997161920555356,0.0
Medhir Goyal,,1.0,4.0,44.0,23.0,11.0,6.0,7.0,4.0,9.0,0.0,0.0
Suraj Beniwal,,3.0,2.5,52.0,28.5,19.5,13.5,9.0,1.5,3.5,0.4318906605922551,0.0
Lakshit Sood,,2.0,5.222222222222222,65.66666666666667,36.22222222222222,21.555555555555557,14.444444444444445,10.222222222222221,5.666666666666667,9.88888888888889,0.1491967194697225,0.0
Manish Sureshkumar,,2.764705882352941,2.7941176470588234,62.411764705882355,37.11764705882353,23.705882352941178,11.058823529411764,9.411764705882353,4.0,7.5588235294117645,0.4278279102073961,0.0
Jayesh Pungliya,,1.75,2.25,57.25,39.5,23.75,7.5,9.25,3.625,7.125,0.14611248593405934,0.0
Sidharth Rawat,,3.7708333333333335,1.3125,69.1875,42.083333333333336,28.333333333333332,13.583333333333334,10.708333333333334,3.8333333333333335,6.75,0.3175322795244724,0.0
Purav Raja,183.0,6.368421052631579,5.2105263157894735,61.31578947368421,29.736842105263158,20.263157894736842,13.736842105263158,9.31578947368421,3.473684210526316,7.105263157894737,0.15489829408432115,0.0
Sheng Hao Zhou,,1.1666666666666667,1.5833333333333333,58.333333333333336,43.0,24.75,7.25,8.916666666666666,4.333333333333333,7.833333333333333,0.09370015948963317,0.0
Sanam Singh,173.0,3.311111111111111,3.6222222222222222,71.26666666666667,39.46666666666667,26.244444444444444,15.488888888888889,10.88888888888889,4.644444444444445,8.044444444444444,0.6154634385707819,0.0
Yuanfeng Li,,1.6296296296296295,2.4074074074074074,67.4074074074074,43.81481481481482,26.48148148148148,10.74074074074074,10.11111111111111,4.37037037037037,8.333333333333334,0.20867400682956097,0.0
N Vijay Sundar Prashanth,,4.5227272727272725,2.8181818181818183,72.75,41.72727272727273,29.113636363636363,15.295454545454545,11.113636363636363,4.636363636363637,7.636363636363637,0.45249548658781996,0.0
Martin Vaisse,,3.0714285714285716,3.4285714285714284,70.75,37.714285714285715,25.357142857142858,16.0,10.714285714285714,3.75,7.142857142857143,0.45421889001606097,0.0
Daniel Yoo,,2.875,3.3,68.075,41.25,25.425,12.95,10.4,4.6,8.25,0.28292397449574985,0.0
Jake Delaney,,4.625,3.65625,66.71875,41.5,28.09375,12.0625,10.375,3.53125,6.34375,0.2683246210444344,0.0
Suraj R Prabodh,,1.8125,1.6875,59.875,36.5625,21.5625,10.25,9.375,3.625,7.5,0.06000797448165869,0.0
Hyun Woo Nam,,3.0,1.4,72.8,48.4,31.2,13.0,10.8,2.8,5.6,0.2481699691193155,0.0
Chuhan Wang,188.0,2.82,2.78,63.44,37.56,22.86,11.54,9.48,4.3,8.14,0.8959641121807194,0.0
Makoto Ochi,,2.2448979591836733,2.7755102040816326,64.24489795918367,36.55102040816327,23.3265306122449,13.959183673469388,9.959183673469388,3.5306122448979593,6.755102040816326,0.5217361453252396,0.0
Martin Cuevas,188.0,4.020408163265306,3.9591836734693877,70.79591836734694,38.91836734693877,26.775510204081634,15.346938775510203,11.020408163265307,3.816326530612245,7.040816326530612,0.49957777409799015,0.0
Thomas Giraudeau,,0.0,4.0,58.5,34.0,21.5,10.5,8.0,5.0,7.5,0.0,0.0
Matej Sabanov,,2.282608695652174,3.8260869565217392,67.0,39.43478260869565,25.608695652173914,12.456521739130435,10.565217391304348,3.3260869565217392,7.043478260869565,0.889773719587547,0.0
Tobias Simon,,14.612244897959183,4.36734693877551,72.3061224489796,44.734693877551024,36.204081632653065,14.448979591836734,11.89795918367347,2.1020408163265305,3.510204081632653,0.5550669212843666,0.0
Tomasz Bednarek,,2.696969696969697,7.333333333333333,66.3030303030303,33.484848484848484,22.333333333333332,13.484848484848484,9.787878787878787,4.333333333333333,8.333333333333334,0.1608373078961314,0.0
Reda Karakhi,,2.7142857142857144,2.7142857142857144,55.42857142857143,21.571428571428573,14.571428571428571,12.714285714285714,8.571428571428571,3.857142857142857,8.428571428571429,0.0,0.0
Albert Alcaraz Ivorra,,2.888888888888889,2.4444444444444446,66.33333333333333,42.888888888888886,26.333333333333332,11.777777777777779,9.88888888888889,3.2222222222222223,6.333333333333333,0.23141929127061905,0.0
Lennert Van Der Linden,,1.3076923076923077,2.0,65.07692307692308,42.07692307692308,26.53846153846154,10.384615384615385,10.0,3.8461538461538463,7.461538461538462,0.5236002561999632,0.0
Aoran Wang,,10.555555555555555,5.666666666666667,61.05555555555556,32.55555555555556,24.666666666666668,12.833333333333334,9.833333333333334,3.5,6.111111111111111,0.5186029461719299,0.0
Zhicheng Zhu,,3.4285714285714284,3.7142857142857144,53.714285714285715,32.857142857142854,18.857142857142858,9.0,8.285714285714286,3.4285714285714284,7.285714285714286,0.0,0.0
Yusuke Watanuki,,4.0,2.857142857142857,65.60714285714286,36.214285714285715,24.678571428571427,14.535714285714286,10.0,3.1785714285714284,6.071428571428571,0.29679576916171957,0.0
Nicolo Turchetti,,1.6923076923076923,3.076923076923077,63.53846153846154,36.92307692307692,22.23076923076923,12.692307692307692,9.615384615384615,4.461538461538462,8.23076923076923,0.3078618162460616,0.0
Augusto Virgili,,3.5,5.5,69.25,40.75,25.166666666666668,11.5,10.166666666666666,5.583333333333333,10.0,0.0,0.0
Martins Podzus,188.0,3.6875,3.75,74.3125,47.875,33.9375,13.1875,11.375,3.75,5.9375,0.4970690815795702,0.0
Daniel Appelgren,,2.375,1.125,63.875,39.375,25.125,13.5,10.125,2.375,5.375,0.43762553162674284,0.0
Anton Galkin,,2.0,8.0,69.25,30.0,18.25,18.0,10.5,3.5,8.25,0.0,0.0
Jose Fco Vidal Azorin,,1.0,2.5925925925925926,73.22222222222223,53.074074074074076,31.925925925925927,9.11111111111111,10.88888888888889,4.814814814814815,8.666666666666666,0.32234820453829827,0.0
Cengiz Aksu,,2.1818181818181817,5.909090909090909,72.0,42.36363636363637,28.727272727272727,13.363636363636363,10.363636363636363,4.2727272727272725,7.454545454545454,0.8164497327462439,0.0
Anil Yuksel,,1.7083333333333333,2.1666666666666665,60.333333333333336,35.125,21.541666666666668,11.833333333333334,9.208333333333334,3.375,6.875,0.13090075118833763,0.0
Muhammet Haylaz,,4.571428571428571,5.857142857142857,69.14285714285714,38.0,25.0,14.0,10.857142857142858,3.857142857142857,7.571428571428571,0.4101921470342523,0.0
